metric,k,mean,std,n
recall,5,8.531926354505836e-05,0.0004425371987898466,100
ndcg,5,0.31689769889394825,0.32667182888942314,100
ec,5,0.0,0.0,100
ild,5,1.0,0.0,100
recall,10,0.00018120317784895573,0.0010854910235657345,100
ndcg,10,0.32644948049330347,0.31168893487002913,100
ec,10,0.0,0.0,100
ild,10,1.0,0.0,100
recall,20,0.0002611064309364591,0.0012992602653570775,100
ndcg,20,0.32702933613443164,0.30426845152987764,100
ec,20,0.0,0.0,100
ild,20,1.0,0.0,100
