model,query_song_id,query_title,query_artist,rec_song_id,title,artist,year,genre,rank,model_score,emotion_similarity,emotion_similarity_pct,query_top_emotions,rec_top_emotions,year_gap
proposed,5b3dd98d09e3741643ef575f3a52b5d58bf1bd0b,Hello,Adele,e542f0cb5b8e0a099c26b35c6c6184cfc718b710,Say Hello Wave Goodbye,Soft Cell,1981,pop,1,0.875961422920227,0.9321162700653076,93.21162700653076,"ratio_trust=0.1026, ratio_joy=0.0769, ratio_sadness=0.0513, ratio_fear=0.0256, ratio_anger=0.0000","ratio_sadness=0.0820, ratio_trust=0.0820, ratio_joy=0.0656, ratio_anger=0.0492, ratio_fear=0.0492",34
proposed,5b3dd98d09e3741643ef575f3a52b5d58bf1bd0b,Hello,Adele,342819e9d4557be5d85790d17be23ba65f2e9a5d,Hello,YONAS,2015,rap,2,0.8597493767738342,0.7641739845275879,76.41739845275879,"ratio_trust=0.1026, ratio_joy=0.0769, ratio_sadness=0.0513, ratio_fear=0.0256, ratio_anger=0.0000","ratio_joy=0.0849, ratio_trust=0.0755, ratio_fear=0.0566, ratio_anger=0.0472, ratio_disgust=0.0094",0
proposed,5b3dd98d09e3741643ef575f3a52b5d58bf1bd0b,Hello,Adele,0c768eddb5d9372481d1783eef41d9d8c0e69166,Heartbreak Freestyle,Swanky Jay,2020,rap,3,0.8539313077926636,0.917975902557373,91.7975902557373,"ratio_trust=0.1026, ratio_joy=0.0769, ratio_sadness=0.0513, ratio_fear=0.0256, ratio_anger=0.0000","ratio_sadness=0.0923, ratio_trust=0.0769, ratio_joy=0.0615, ratio_disgust=0.0308, ratio_fear=0.0308",5
proposed,5b3dd98d09e3741643ef575f3a52b5d58bf1bd0b,Hello,Adele,e681f65f842f9be5ee3952b23af1c3609ffe186e,Im Sorry,Silk,2001,pop,4,0.834611177444458,0.8745258450508118,87.45258450508118,"ratio_trust=0.1026, ratio_joy=0.0769, ratio_sadness=0.0513, ratio_fear=0.0256, ratio_anger=0.0000","ratio_joy=0.2381, ratio_trust=0.1587, ratio_anger=0.0476, ratio_sadness=0.0476, ratio_disgust=0.0317",14
proposed,5b3dd98d09e3741643ef575f3a52b5d58bf1bd0b,Hello,Adele,7834381d506923b1d9ef730b91df187563161bc6,How To Be Alone,A.W.,2013,pop,5,0.8409885168075562,0.8873291611671448,88.73291611671448,"ratio_trust=0.1026, ratio_joy=0.0769, ratio_sadness=0.0513, ratio_fear=0.0256, ratio_anger=0.0000","ratio_joy=0.0577, ratio_trust=0.0577, ratio_anger=0.0385, ratio_fear=0.0385, ratio_disgust=0.0192",2
proposed,5b3dd98d09e3741643ef575f3a52b5d58bf1bd0b,Hello,Adele,fdd96dc4fe41fcabecef02376dd6131da0867891,Younger,Ruel,2018,pop,6,0.8404361009597778,0.8456141352653503,84.56141352653503,"ratio_trust=0.1026, ratio_joy=0.0769, ratio_sadness=0.0513, ratio_fear=0.0256, ratio_anger=0.0000","ratio_trust=0.1739, ratio_joy=0.0870, ratio_sadness=0.0652, ratio_fear=0.0435, ratio_anger=0.0217",3
proposed,5b3dd98d09e3741643ef575f3a52b5d58bf1bd0b,Hello,Adele,c94364cc060898d41bbce5e845930df2491329bf,Never Said Goodbye,Wage War,2021,rock,7,0.835162878036499,0.8235808610916138,82.35808610916138,"ratio_trust=0.1026, ratio_joy=0.0769, ratio_sadness=0.0513, ratio_fear=0.0256, ratio_anger=0.0000","ratio_anger=0.0806, ratio_sadness=0.0484, ratio_trust=0.0484, ratio_fear=0.0323, ratio_joy=0.0323",6
proposed,5b3dd98d09e3741643ef575f3a52b5d58bf1bd0b,Hello,Adele,c7b86d78edebf880d9a6201006a5a61354286702,Single,The Fall of Troy,2009,pop,8,0.8339346051216125,0.9351938366889954,93.51938366889954,"ratio_trust=0.1026, ratio_joy=0.0769, ratio_sadness=0.0513, ratio_fear=0.0256, ratio_anger=0.0000","ratio_trust=0.1622, ratio_joy=0.1351, ratio_disgust=0.0541, ratio_sadness=0.0541, ratio_anger=0.0000",6
proposed,5b3dd98d09e3741643ef575f3a52b5d58bf1bd0b,Hello,Adele,7404f9d0ced9e5bac66dd834c00d1f03f6a486b4,봄 안녕 봄 Hi Spring Bye,IU,2021,pop,9,0.8387653827667236,0.9227489233016968,92.27489233016968,"ratio_trust=0.1026, ratio_joy=0.0769, ratio_sadness=0.0513, ratio_fear=0.0256, ratio_anger=0.0000","ratio_joy=0.1556, ratio_trust=0.1556, ratio_fear=0.0667, ratio_sadness=0.0667, ratio_anger=0.0444",6
proposed,5b3dd98d09e3741643ef575f3a52b5d58bf1bd0b,Hello,Adele,b5e6f60df15458079a97bd077f463222d61d53fe,Headstone,Defeater,2011,rock,10,0.8410453200340271,0.8545535802841187,85.45535802841187,"ratio_trust=0.1026, ratio_joy=0.0769, ratio_sadness=0.0513, ratio_fear=0.0256, ratio_anger=0.0000","ratio_sadness=0.1212, ratio_joy=0.0909, ratio_fear=0.0606, ratio_trust=0.0606, ratio_anger=0.0303",4
